"topic","id"
"Eating, Diet, and Nutrition","81d89503-530f-4e5c-9fdb-8f6e4da38cdf"
"Points to Remember","f2c486ac-5991-4c2a-885c-a6c9474d92c9"
"Hope through Research","c92394fb-ca45-4094-b5e1-f780db19a5f0"
"For More Information","b5452b55-b688-4663-937d-48898cc54a5f"
"American Academy of Family Physicians","d3b12fc8-b716-4fd5-ab59-02d172843864"
"American College of Surgeons","31d10680-112e-437e-a457-f6987747dcb9"
"American Society of Colon and Rectal Surgeons","acc4215b-5d94-4641-9717-fc784511021c"
"Acknowledgments","c9e8bec5-64b1-4d04-bb55-8e6e910b3b66"
"National Digestive Diseases Information Clearinghouse","acb04b39-0bea-4492-8645-5656f28b2e5d"
"Bleeding in the Digestive Tract","9119da61-2aac-4098-8c1f-99ba5e57d4b1"
"On this page:","f4e8d642-99cd-4d0e-a089-66f7feeabecf"
"What is bleeding in the digestive tract?","46f40ffd-c8d5-47ca-94f1-d587e220b2f0"
"What is the digestive tract?","d377d4be-ff25-4c13-a053-f286f8edacf8"
"What causes bleeding in the digestive tract?","1d55debd-0092-46d4-aa35-e9f37fbcf666"
"What are the signs and symptoms of bleeding in the digestive tract?","9f5907ef-e377-4fba-a06d-e7f76448b8e9"
"Chronic bleeding.","5e18713c-a9ac-4240-abc1-093ca228ead6"
"How is the cause of bleeding in the digestive tract diagnosed?","633e6ef2-0780-45d6-b170-73f2175ca6fe"
"Medical and Family History","f4b54bcb-592d-4edf-9089-250eafb6cb31"
"Physical Exam","03756db8-9171-4158-9e03-1b8ff60d5f27"
"Lab Tests","f8180b5f-99b5-439a-8544-cfbcb4722aca"
"Nasogastric Lavage","360afac7-dd26-41cf-b040-61b4529f5c2d"
"Upper Gastrointestinal Endoscopy, Enteroscopy, and Capsule Endoscopy","18e9abc3-596b-4722-ab57-029ef503ab5b"
"Colonoscopy and Flexible Sigmoidoscopy","4a46f381-bbf4-425f-bfb3-18ec541f91f7"
"Imaging Tests","95f81fd5-740d-4e43-b16e-8988c3f658a4"
"Other Tests","20d7344b-47f8-42ab-a519-f3dd5afc0756"
"How is bleeding in the digestive tract treated?","02f4cd41-e1d7-4cec-8d71-4dbee604243b"
"How can bleeding in the digestive tract be prevented?","f8fe8080-30a7-487d-b51c-9e0ba9075956"
"Eating, Diet, and Nutrition","a96faaba-6b61-4f88-b4a7-4eeeade3bd96"
"Points to Remember","5547cfdf-d5e4-4af0-af76-cffe15c2b426"
"Hope through Research","33b409e1-f48c-411e-bd7e-c7bb547799c4"
"For More Information","4dbc8115-7fc0-4775-abf1-a6ec60a483dc"
"American College of Gastroenterology","cfa88db9-8f8b-4c07-bad0-f2023e44cf72"
"American Gastroenterological Association","a8124ed8-7cab-4aa7-9eda-98846558ae61"
"Acknowledgments","b2dd8e4f-ffe7-4e90-9c1b-19685ebfaebf"
"National Digestive Diseases Information Clearinghouse","02003623-7981-47e3-88d3-3d466edd2b14"
"Intestinal Pseudo-obstruction","c00cc236-f5b6-4291-ab95-428000b6a90c"
"On this page:","09b12e64-51a6-4aa7-8763-4e1c71774eec"
"What is intestinal pseudo-obstruction?","10f6e4c0-b272-4d36-bbc2-767721743387"
"Who is more likely to have intestinal pseudo-obstruction?","765ccd83-517a-476f-b329-64a463fdcacd"
"What causes intestinal pseudo-obstruction?","ab4ff1f1-c52a-4f05-adee-5347fa205179"
"What are the symptoms of intestinal pseudo-obstruction?","fb6064e5-8a07-4da5-914a-751c9120c960"
"How is intestinal pseudo-obstruction diagnosed?","c379dfd8-84c0-4e08-89f8-7f10347b0cbd"
"Physical Exam","29798b37-8e0d-41b7-b608-de3b3f2b2b89"
"Medical History","f5e65f12-41b9-482a-92c5-d9c7bc8fabe0"
"Imaging Studies","0ea9f49c-67da-4df4-844c-27a974a548a6"
"Biopsy","b9a402dc-f243-453c-9124-aba21af9c6b3"
"Blood Tests","358ce323-9c71-403c-88c6-d3b63df7c5a2"
"Manometry","3389c238-8973-4078-af9b-e4298eed11eb"
"Gastric Emptying Tests","b953b288-d5f0-4d46-be9b-ff46aba0fe41"
"How is intestinal pseudo-obstruction treated?","37bded8a-ed37-40b8-8ced-7518a90a512e"
"Nutritional Support","9bd75791-cf4c-4203-ba65-74e4903ccff3"
"Medications","9ffcb5ac-8c43-4ac0-b245-ef409e12cce7"
"Decompression","06be6632-f5cf-4696-ad7a-9a5c3aa09b92"
"Surgery","c548abb7-a787-42dd-a3c6-b18176605f4e"
"Eating, Diet, and Nutrition","555ad3ea-1d36-4614-b9aa-fa25ae6186df"
"Points to Remember","b46216f4-7d1d-4eec-bda3-a699c178b6dc"
"Hope through Research","9406955f-41fa-4e8f-b6bc-f70f8599ad4a"
"For More Information","842ad12b-17cd-4d12-a90c-aa72b930734f"
"American Neurogastroenterology and Motility Society","019f15e2-a34b-4457-8f19-48a0df6b127d"
"Association of Gastrointestinal Motility Disorders, Inc.","6217fcb1-99df-49cf-967c-b0a831fc874d"
"International Foundation for Functional Gastrointestinal Disorders","9f9f5f1b-9f6f-46db-b77e-403e19e5f549"
"Acknowledgments","b9967dcb-00d0-44ee-bc69-e174f1417971"
"National Digestive Diseases Information Clearinghouse","39e33e15-eefb-4c89-89ca-2017b96bb2e3"
"Celiac Disease","b19c4426-edd6-4215-8bec-ee913f59f4d3"
"On this page:","9e81a2ef-f617-4c97-ab87-001af32183a3"
"What is celiac disease?","393bb8f8-4f68-490c-b227-10c04ff9a3c6"
"What are the symptoms of celiac disease?","a178ac63-0800-4539-a8bd-4137db35016e"
"Why are celiac disease symptoms so varied?","36c8cd78-1e77-4084-8a85-c4e2317944cc"
"What other health problems do people with celiac disease have?","68e4d65a-9685-4705-8400-458ba9ecf658"
"How common is celiac disease?","bc89372f-9536-4153-8792-614dee895e5d"
"How is celiac disease diagnosed?","2663d845-da7b-4b5f-bc3f-74219d94bfb9"
"Blood Tests","114a70ec-b51f-4f6c-8173-4f1369f6960f"
"Intestinal Biopsy","1afa289e-703e-4e63-bca2-68ef139ba94d"
"Dermatitis Herpetiformis","471a9776-aff6-493c-94be-33c07942f039"
"Screening","29017d8b-fb84-427a-b689-2ba3e5f84d1e"
"How is celiac disease treated?","df20396f-b5fd-4bb7-877b-92d9a8f0a881"
"The Gluten-free Diet","966b233b-d9d9-45e2-b19e-f7d0b1aab955"
"New Food Labeling","67abd5eb-0a61-46bc-bb84-a19f2dd94244"
"The Gluten-free Diet: Some Examples","8c46c65e-6c41-4c82-bca6-1e836bc62521"
"Points to Remember","c985adfd-992e-469e-96a3-1176f7d7f1b4"
"Hope through Research","cb6a7511-b583-4240-9f67-dadbf24efe8b"
"For More Information","a68c9955-967b-491f-ab4d-f536ce6e628c"
"American Celiac Disease Alliance","01d3a48f-d756-4b5b-b958-870d6ddd5e49"
"American Dietetic Association","c43ec62a-a2ca-40df-9aec-fff70f4af2a1"
"Celiac Disease Foundation","5fc4eafb-3c24-4f54-b736-60c9df6810b5"
"Celiac Sprue Association/USA Inc.","10960026-97ca-4961-b796-793380d1460a"
"Children's Digestive Health and Nutrition Foundation","18b062fe-4d14-4e42-ad14-e76032d1fd3a"
"Gluten Intolerance Group of North America","d1875033-0201-4165-9d5c-080855d29c93"
"National Foundation for Celiac Awareness","a2382c4a-4cc2-4edf-bb56-68503ab0d2f2"
"North American Society for Pediatric Gastroenterology, Hepatology and Nutrition","69d6b78f-54f1-4b85-81a2-3a9bb71ed915"
"The Celiac Disease Awareness Campaign","0c11f13d-e6ed-4469-9d78-f84f0b76e0f1"
"National Digestive Diseases Information Clearinghouse","fec704e8-0009-4d74-8706-6152fb8edcf9"
"Diarrhea","4ddf31bf-d0ce-4c93-8902-4cf15d7056b2"
"On this page:","94571fdc-1c9a-4283-a8d6-d7d14bf1cf53"
"What is diarrhea?","b6d50d67-a330-4fe2-b21d-1a1996643fe8"
"What causes diarrhea?","6404a870-15ff-49ef-9ac2-4538556ab7b9"
"Bacterial infections.","b880a935-4171-4c2f-bfe5-8de79b94f947"
"Viral infections.","6898afe5-d900-4a71-a5e8-87743f008f61"
"Parasites.","be749057-7fa4-43f5-8d5b-ecfef90c8c56"
"Functional bowel disorders.","97217cc4-5531-4477-9aa8-2f69e2649acd"
"Intestinal diseases.","ffd0ecd9-0055-42ab-a452-c466ea2e2407"
"Food intolerances and sensitivities.","4a9e41fe-7c77-42db-a0d1-22a0fd9754e2"
"Reaction to medicines.","788fb110-dbf4-4524-a587-10ad01ed7614"
"What other symptoms accompany diarrhea?","75ac0d9f-0d2e-43e7-9d30-cc284be1c821"
"Dehydration","d3ef6b14-42c6-4fe8-bddb-6f61a9b0b4da"
"When should adults with diarrhea see a health care provider?","3cc0bbba-9e66-463f-b6a6-f985ada7097a"
"When should children with diarrhea see a health care provider?","1f9bc3f3-fc20-4257-b72c-e5d981274aab"
"How is the cause of diarrhea diagnosed?","59d5c66c-1848-4776-a111-3985b11b827a"
"Medical history and physical examination.","f303e1fc-900f-42d5-9d8d-6af60cd204ac"
"Stool culture.","50f2b869-de9c-41b4-917d-63512b8f5999"
"Blood tests.","e4afdd7b-2d2f-4009-8abb-9f93070073d9"
"Fasting tests.","a782bc78-4c60-4996-bbfa-1f630053d7f0"
"How is diarrhea treated?","2f80c9bb-7822-40a7-bbeb-774267b1e2b2"
"Eating, Diet, and Nutrition","2652b30b-49e9-4d61-b0cc-751cd3ff689f"
"Can diarrhea be prevented?","b003b273-6341-463f-aa08-d5e3aa5b6473"
"Rotavirus Diarrhea","d782942e-165f-492c-9e5c-39b35b9d2a69"
"Traveler’s Diarrhea","42eeeeaf-d8a1-4d79-9e42-9251ed5033ba"
"Points to Remember","8e993b91-0dbf-4c5d-9de0-94340758f9d2"
"Hope through Research","ff1cc770-ebf3-48f7-86e7-be50eed64885"
"For More Information","1799eab9-278a-4f1b-b29f-5c3cb0b330b5"
"American College of Gastroenterology","91997a3d-655b-45c7-8d64-b515f51627e6"
"Centers for Disease Control and Prevention","cbd9311c-3cf4-4cda-9bce-cdc9ed458569"
"International Foundation for Functional Gastrointestinal Disorders","bcfffd54-090a-4b95-91ac-d3e4d37d7379"
"North American Society for Pediatric Gastroenterology, Hepatology and Nutrition","519c2bf7-b820-4be0-9ab5-780faa4771f3"
"Acknowledgments","8cbbe4de-28b2-44d8-be18-2685983db28c"
"National Digestive Diseases Information Clearinghouse","78bad561-dfa1-4450-84a0-fb735da01568"
"Ulcerative Colitis","9aaf1b56-7bac-4926-b428-92faa7f03157"
"On this page:","a379f465-2d6d-4ecb-895a-a5e8dcd1edac"
"What is ulcerative colitis?","dc261a47-4516-4a4c-bce2-914a9db5f30b"
"What causes UC?","9b785033-7189-47b4-ad74-0ba461719706"
"What are the symptoms of UC?","1a660e7d-d779-4842-82e3-456fb4e82c78"
"Who develops UC?","009a3575-55d2-4592-9534-ec6f096adc4d"
"How is UC diagnosed?","425ace11-2343-47b0-b537-40f11ad903ec"
"Flexible sigmoidoscopy and colonoscopy.","c93a325f-95ad-49d4-909c-3ffbb9390c12"
"How is UC treated?","96dd7a05-3bda-45cf-a01b-7e3c01ef730a"
"Medication Therapy","35547919-b009-43ee-b56c-4ed59fe9ab40"
"Hospitalization","b7e28b74-c2a0-412c-b854-661b84b18322"
"Surgery","91f7b6af-8a62-4706-8556-393635d965ab"
"Eating, Diet, and Nutrition","d83f3899-4d69-445b-bcca-1cfe2fab7127"
"Is colon cancer a concern with UC?","77740858-0804-4995-92f4-6ed99a9c4f5c"
"Points to Remember","0e3a9034-2d04-44eb-9f7a-74fcbecdad7a"
"Hope through Research","ca17bb09-db62-4f29-b113-ef72a2e98397"
"For More Information","16278cea-d504-4ce9-9f34-3d23cf32dce8"
"Crohn’s & Colitis Foundation of America","5b1af858-d52d-4251-876d-d64a227cc29e"
"United Ostomy Associations of America, Inc.","f89fe47e-35d7-4f8f-a5ef-7a281486dc49"
"Acknowledgments","5ad7e3e4-2ff5-4d6a-8384-bcdb94f3c53d"
"National Digestive Diseases Information Clearinghouse","8c7c292f-9eea-427d-9032-6fec753f3c72"
"Proctitis","a091008e-a8c9-4029-a734-74228a0ae422"
"On this page:","ce39bad6-5639-4129-87df-6027731927cb"
"What is proctitis?","33b06b2b-03a6-4583-8dee-f78ed87802d6"
"What causes proctitis?","2b0e928c-958c-47fc-9b50-42d9e8d47e5c"
"What are the symptoms of proctitis?","a693def7-d6c0-4224-a9d5-e8261209a710"
"How is proctitis diagnosed?","3d882205-b9a9-4eb6-83fa-5f013709d3f7"
"How is proctitis treated?","e0687f4b-eb5b-4c5b-9736-1ed61b1b9eef"
"Proctitis from Infection","46080d3b-4b6e-49aa-a799-c3d83d7fce15"
"Proctitis from Other Causes","876d6d38-e2cb-4723-a991-b2fc2f8a31dc"
"Anti-inflammation medications.","867e1afd-5b9c-4de5-a3f8-4dfb469d611e"
"Cortisone or steroids.","219891d5-a9de-4613-8361-d62be9effac5"
"Immune system suppressors.","6d4b2d58-c9c1-44de-a67e-cab4743fe88f"
"Infliximab (Remicade).","0429767d-d2db-4978-95b2-dd55113f60f7"
"Eating, Diet, and Nutrition","9a34e88c-5087-44aa-b960-6fd2ec6c0584"
"What if proctitis is not treated?","fe9c6f7e-0c2d-4e50-bf02-fd4421566d58"
"Can proctitis be prevented?","0cb395e1-ef4c-4996-9b1a-7c01e86cc41b"
"Points to Remember","1324bc6a-2697-4f3a-a8d6-595fa99c4899"
"Hope through Research","64bd2db0-e2b3-4de6-9c06-665706487d06"
"For More Information","2065eb64-33a4-4b35-aac4-daa7f20992dc"
"American Society of Colon and Rectal Surgeons","d754d9da-87b3-4156-a87f-59111403ce23"
"Centers for Disease Control and Prevention","c9d8c1f5-770b-40cb-8cd7-86d70ce98631"
"Crohn’s & Colitis Foundation of America","6796089c-ab0b-4367-8cd2-b1bbafd2f5b4"
"Acknowledgments","5c85ce86-d443-462d-9ca2-18e2933c7be4"
"National Digestive Diseases Information Clearinghouse","c1f4c59f-6fd7-437b-b9da-c3e3e3d064ca"
"Porphyria","e9c5f8ea-56ac-4cdd-9fbe-1110ec269003"
"On this page:","c1fba096-8b62-4198-a61c-55e7596534a3"
"What are porphyrias?","719c57c0-63ab-4c41-8024-9bf75e309fbb"
"What is heme and what does it do?","5a69bbe4-091f-47a1-a04f-cd2c1691bfd5"
"What are the types of porphyria?","1d015c5c-7fb4-4f6b-a95b-d49e75c0cc85"
"How common is porphyria?","f5eb48bc-3ac6-4443-bda9-00d60b220667"
"What causes porphyria?","a5f3da4a-d469-4acc-af9b-2e91b7ef7bbf"
"What are the symptoms of porphyria?","2d3c53a4-c9d6-436d-9c34-69ef57976c41"
"How is porphyria diagnosed?","fa8c9abb-e028-4cd3-a274-f9ff33e3f400"
"How is porphyria treated?","b8341d99-8af3-4e92-a360-a03fb3cf063a"
"Acute Porphyrias","77e8ddd0-f73e-4e2c-a53c-46bd60c1616b"
"Cutaneous Porphyrias","11fb3cbf-fd26-455d-8dcd-d5bff69a031b"
"Secondary Porphyrinurias","08480dda-8cbd-4075-95e6-10f4a064d3a1"
"Eating, Diet, and Nutrition","b03ce21c-a918-40c1-85ce-9eab827a9f35"
"Points to Remember","bd3fa692-f3f4-4375-93c7-c2e4a44353df"
"Hope through Research","1467bb8b-da98-46ff-b598-6a5f1d162ae6"
"For More Information","d7b87013-16fc-4da5-945a-c334d9e29973"
"American Porphyria Foundation","40c82239-76eb-451d-8aa8-1764e3335ca3"
"Iron Disorders Institute","054e8d64-aeac-449e-b562-15b97e491502"
"National Institutes of Health Office of Rare Diseases Research","3bda6e99-d13b-461c-822d-e4e3ca3b1a65"
"Genetic and Rare Diseases Information Center","d425f8e7-eef4-409f-843a-e97a0353c9a5"
"National Organization for Rare Disorders","4470e547-379e-40f4-8055-bea0d7df5460"
"The Porphyrias Consortium","1cfad377-22a8-4044-8257-e37d85cfff99"
"Acknowledgments","7148a712-d18a-4c8e-b3e3-25cfda25508c"
"National Digestive Diseases Information Clearinghouse","aa23488a-aec2-4bad-81ec-4479bf2efd9a"
"Abdominal Adhesions","de2d1ab3-7c37-42c0-ad4b-1831ea19a87d"
"On this page:","2bb0e4ff-b463-4130-b447-fd997e84a9a2"
"What are abdominal adhesions?","9f4fd9e2-986f-4c29-896a-f0032d161a0f"
"What is the abdominal cavity?","d6017436-b5f6-489e-bf0e-15b1ec312eac"
"What causes abdominal adhesions?","74900e18-1718-46fb-9c09-cf2e6b1d5282"
"How common are abdominal adhesions and who is at risk?","541cb6bb-d4ab-4e6f-8b26-09023bdbd7e8"
"What are the symptoms of abdominal adhesions?","687cbe0d-abee-4605-ba85-c853058edabe"
"What are the complications of abdominal adhesions?","d52e6e45-35f5-4f8c-b7a9-38a4a0d39477"
"How are abdominal adhesions and intestinal obstructions diagnosed?","9420a8bc-802b-4ac0-aa4f-4792f83b6e3a"
"How are abdominal adhesions and intestinal obstructions treated?","07fa5ba6-e2c4-4ac5-bf3d-f99cde99f1fe"
"How can abdominal adhesions be prevented?","6e81e259-590b-4780-87d3-8b9d8632f297"
"Eating, Diet, and Nutrition","01cfb044-270f-42cb-8618-907c59ea43a1"
"Points to Remember","0e7758a0-fb77-4f7b-8c40-1ac69588524f"
"Hope through Research","d7523f8e-05db-49fb-ad31-8edd76edca0a"
"For More Information","b59c2486-4f6c-48f0-9801-df74dcd45c52"
"American College of Gastroenterology","09003084-3a20-4daf-861a-fce70fae1558"
"International Foundation for Functional Gastrointestinal Disorders","2868e755-081b-40fd-9fee-38b56963267c"
"Acknowledgments","89e8de67-042b-45d9-add5-ba8964a6e194"
"National Digestive Diseases Information Clearinghouse","059db356-d83c-4af7-91ab-decdfb41d532"
"Gallstones","9fa62a2c-c3cc-4fbd-afee-5924da740a98"
"On this page:","d6eda56c-f134-42bd-ac98-98136b135fec"
"What are gallstones?","985ffaa2-2cbd-431f-a4c3-8724cc320044"
"What is the biliary tract?","3e1f6777-d9d5-4826-8cc1-6e348e9eb12e"
"What causes gallstones?","181daaca-2571-495a-8259-a8a4ef223caf"
"Who is at risk for gallstones?","04e7a949-8bae-4b59-ab75-c413cbab7e9b"
"What are the symptoms and complications of gallstones?","52ba26a0-29c1-437d-835d-c66be4d29855"
"When should a person talk with a health care provider about gallstones?","128c98cb-5af4-41ac-907d-33ad6ce9dffb"
"How are gallstones diagnosed?","97498587-d8fa-4637-892a-cae6c8fe0acf"
"Ultrasound exam.","dcc10554-2e1f-49b5-8991-b1d0d2adddc3"
"How are gallstones treated?","376b9a24-0eef-4abb-bbdb-927c47462f6a"
"Surgery","d8eb843f-9bbe-4225-8e34-ae593fd0b9a6"
"Laparoscopic cholecystectomy.","2de2d9e5-0b1d-4fa3-9c30-934d8d06d847"
"Eating, Diet, and Nutrition","d2c730e6-2723-42e5-81bd-03f66f494b2d"
"Points to Remember","5825a8dd-2941-408b-bb45-70a661939abc"
"Hope through Research","b447bfe5-61d2-4408-9c2e-85982cf57b70"
"References","d1b5510b-07c5-4325-a5b4-30ee4a5caf23"
"For More Information","7f018e66-6cb6-4558-8ce3-8ec54ca72676"
"American College of Gastroenterology","e53c5234-62f9-449d-bc81-2553dedd60b0"
"American Gastroenterological Association","54e83c6c-74fe-427a-839d-ad734e471ac4"
"Acknowledgments","558d25ba-2923-47f6-9356-19036f04ba30"
"National Digestive Diseases Information Clearinghouse","d609a959-85d6-4217-a4af-6dd4c0fa5039"
"Whipple Disease","cf6ae281-7a00-4c22-a0a5-352caca3a7fe"
"On this page:","f634963d-18c5-4123-b69e-2941cfa292ee"
"What is Whipple disease?","926621cc-4ce1-46e0-a093-01c4d424c803"
"What is the small intestine?","f127b157-e124-43f7-9c44-ec28686172bc"
"What causes Whipple disease?","8b66f5b4-94a9-4820-a183-3a45e4ce03f4"
"Who is more likely to develop Whipple disease?","ddd40902-d6de-494a-bd71-7706346a85e7"
"What are the signs and symptoms of Whipple disease?","81212323-b3bb-4451-ae9b-14c1f5b38700"
"What are the complications of Whipple disease?","b5ae437c-4fb4-48b2-917c-07fe0f9e4953"
"How is Whipple disease diagnosed?","4c024321-4362-4fb3-a890-c4b2a317a88c"
"Medical and Family History","5ac9609e-b785-479e-9606-21b7322a62ca"
"Physical Exam","b2b13246-58af-46db-a57e-9ade498cb2b9"
"Blood Tests","72d90c22-dc7b-4718-a45e-3bbf66264ccb"
"Upper Gastrointestinal Endoscopy and Enteroscopy","8d3c7cc9-18c2-4f9a-bb6c-5a49994f8694"
"How is Whipple disease treated?","e99968ed-944a-4a50-ab90-79a059833544"
"How can Whipple disease be prevented?","7442969f-a81a-4a33-97d2-36aab875e755"
"Eating, Diet, and Nutrition","19fddf89-d486-43d3-a859-b56d98e8379c"
"Points to Remember","0ef73176-8722-41c0-bf33-d9eec44b5f07"
"Hope through Research","a70a6d22-f8f6-4e10-b9bf-25990cdec934"
"For More Information","5be8e8df-ea11-40be-8f92-96b2ccedc927"
"National Organization for Rare Disorders","aeefbd9d-1ecb-4b4a-b715-c33d727b5f09"
"Office of Rare Diseases Research","cc75655c-ac42-4479-9b6c-0766f0f9a9e3"
"Acknowledgments","f5f5f59b-484f-49bf-a030-65e1d8e83120"
"National Digestive Diseases Information Clearinghouse","14997c1a-20a6-4a22-b837-2f5a718b2cb9"
"Smoking and the Digestive System","1bc8aedd-5a69-4497-830d-1a7f809128b7"
"On this page:","f4583366-7ad9-4922-9b9a-ede36231904b"
"What is the digestive system?","9dc724a3-1500-4c39-b653-d74dce1c85cf"
"Does smoking increase the risk of cancers of the digestive system?","88784aaa-31ab-4418-ae06-2d752279941c"
"What are the other harmful effects of smoking on the digestive system?","1ac1d1f0-302a-4faa-ad4b-05e42e4f391c"
"How does smoking affect heartburn and GERD?","99b65282-e6e9-4c3c-a983-5b3570a5fbd2"
"How does smoking affect peptic ulcers?","32b8b243-6b76-4dd7-b62c-86ff45fa0b43"
"How does smoking affect liver disease?","c74bd02b-9f32-4c8d-922d-7a373a4bac88"
"How does smoking affect Crohn’s disease?","6c68edf3-3713-4a06-9255-65c56bb3f14c"
"How does smoking affect colon polyps?","61c756ef-3d22-4037-a182-feb4fe9044f8"
"How does smoking affect pancreatitis?","f18a0a50-1995-4d05-a671-23bb3a151739"
"How does smoking affect gallstones?","2cf0b6a2-f836-4332-b044-3aba78ab9a1a"
"Can the damage to the digestive system from smoking be reversed?","243ad73d-99e6-4b6d-a15e-f5a86b1fdf45"
"Eating, Diet, and Nutrition","fc0e847e-4488-4d68-ab9e-320b557e65e6"
"Points to Remember","d06e8b86-ddef-46bf-9919-1663d05c122d"
"Hope through Research","de24a0d8-d981-4022-9a69-77b57c60dd50"
"References","cea298b8-2247-4be4-9fd4-5885739f7886"
"For More Information","fbdfa1b6-5a7d-4e22-ba1b-27acc17afd89"
"Centers for Disease Control and Prevention Office on Smoking and Health","c8526927-b83f-4192-83b5-69a32ce450f1"
"Acknowledgments","221ad663-1167-47a7-9337-bb9089598906"
"National Digestive Diseases Information Clearinghouse","91dccdc7-732d-4abe-93f9-4325e2fdcd16"
"NSAIDs and Peptic Ulcers","c11c42e4-0e8d-4dca-9bd4-5c7907da71b0"
"On this page:","d20cff4f-ea0b-4e88-ac61-7b04c01bb295"
"What is a peptic ulcer?","a613a0f1-30f5-4ec6-a004-c2ea3202c017"
"What causes peptic ulcers?","232e31ba-9834-4ae2-a6d5-657cfca98b2c"
"What isH. pylori?","0fca9b24-77f9-4fe6-a5e2-0856cdf75067"
"What are NSAIDs?","532495f5-3e92-4b33-ba8e-75679b8c2059"
"How do NSAIDs cause a peptic ulcer?","4c25c9be-d513-432a-82cd-7e1ede366ec9"
"What are the symptoms of a peptic ulcer?","6ebfe0b4-b25f-497b-a207-b91eca397dd2"
"Emergency Symptoms","658c2bb8-fdec-417f-a990-49c60d8accd1"
"How is a peptic ulcer diagnosed?","300a2194-eb98-4510-9689-f3dfd11092d4"
"Noninvasive Techniques","25658390-13da-4057-b2eb-37377156b6b7"
"Invasive Techniques","7df84c69-a13c-4d19-80c8-6a989cfa795b"
"How is a peptic ulcer treated?","26e02354-d434-4944-8992-1e218e7ddc2b"
"NSAID-induced Ulcers withoutH. pylori Present","6028c8a4-3016-4e8e-989d-0a10f5e80212"
"NSAID-induced Ulcers withH. pylori Present","17650d37-f34a-45e1-b4f0-ba66a9e7c1b8"
"CanH. pylori infection be prevented?","8783074d-9c6c-4dd0-b440-b0a9505e60a5"
"Can antacids or milk help a peptic ulcer heal?","11e8e900-b8e0-4a5c-844e-2e4aa1ee0000"
"What if NSAIDs are still needed?","65b70c96-dbff-4433-bc53-d456bb421803"
"Points to Remember","00cf6ed3-57a1-46ed-a3af-8575c5b2627b"
"","fb9abe1f-76cd-4a2b-b6e5-fdb31497f16d"
"","83793902-7e7c-4897-9b5d-7c25f9019687"
"","ae796a6b-4657-4edb-b0dc-06a077f28a9d"
"","5a31c29d-f6b7-4a43-a041-04a42d37d9b8"
"Lactose Intolerance","0a532be3-95ad-40da-bf56-9abf13af8a9f"
"On this page:","fe46bb5f-e721-42ee-ad7a-abd576d988b8"
"What is lactose?","3fc1ee86-5bf4-4d08-afe7-ed009d6bbc18"
"What is lactose intolerance?","3e35a8a9-4327-4dad-b470-ce8cd1b35f1d"
"Four Types of Lactase Deficiency","641b46c7-66e3-4407-a6eb-ff0c87f7dee3"
"Who is more likely to have lactose intolerance?","1d6d03d0-18dc-474a-8ca2-dd302e4e3390"
"What are the symptoms of lactose intolerance?","5f6a63d8-9ce1-41b9-8464-6178fb20c8ac"
"How does lactose intolerance affect health?","bd1845fd-1749-47e6-b4cc-22d7472102d0"
"How is lactose intolerance diagnosed?","f008e3bb-f1cc-4b98-a697-ae6da593a9b7"
"Medical, family, and diet history.","2e98f373-c55d-4664-9e9e-a47ac821243d"
"Physical exam.","61110933-ea9f-4230-8b48-597585132d78"
"Medical tests.","8eb97dfe-b65d-43c3-9e48-92e38de9ebb9"
"How much lactose can a person with lactose intolerance have?","3d0bab9a-d59e-4da9-9f16-65f2b6b097af"
"How is lactose intolerance managed?","85a6ceae-1c96-4c55-bb05-f90a157712f4"
"Eating, Diet, and Nutrition","2353803e-e7b6-46d2-a736-0d24e9805676"
"Milk and milk products.","81d6f347-3aa9-484d-b5cf-426b7faa820f"
"Lactose-free and lactose-reduced milk and milk products.","4d0c8444-3aab-4caf-8a43-523ee0bcdb3b"
"Lactase products.","be6afc26-8842-48ec-9e7e-bd86df9d0723"
"Calcium and Vitamin D","95c360d0-3605-420e-a23b-f8ae2aa7da9e"
"Table 1. Recommended Dietary Allowance of calcium by age group","2cc63656-64e9-4b12-9fe7-016dba99fb56"
"Source:","cd3dfd3a-9071-413c-bb92-5016d72cbdfb"
"Table 2. Calcium content in common foods","a9cd8d65-322c-473b-9bed-3556b1254ce6"
"Source:","2b530da9-0005-403a-98d4-193be53da708"
"What products contain lactose?","ffefa911-ae3c-4be8-bc06-223c46dac43f"
"Food Products","1b64a3ba-44fd-4e87-9965-c2698072a8aa"
"Medications","971891d9-c927-4fe9-9804-2d2640684fac"
"Points to Remember","46d47b45-d396-447e-820f-e451e7da337b"
"Hope through Research","a5908f21-3d1f-4348-aef9-74f8a5edf9c3"
"For More Information","17759873-d1ea-4e2d-a567-24f99d370757"
"Academy of Nutrition and Dietetics","bb7d841d-74ce-439e-8e87-fcf584395038"
"International Foundation for Functional Gastrointestinal Disorders","a7b6d022-f8aa-4007-85d5-d6b887a3acfa"
"Acknowledgments","9f20bdb8-da40-4883-baca-e5da838e78b6"
"National Digestive Diseases Information Clearinghouse","f3713ca6-a947-48a9-bf2f-be650ddf406b"
"Cyclic Vomiting Syndrome","08e4312b-004a-4997-8582-dbd0dbf93cdb"
"On this page:","20861f13-ad1a-48f9-ad2d-214d24bac9f2"
"What is cyclic vomiting syndrome?","7c5d58a7-7d71-4969-9fea-073f9b481c5c"
